-30,30,5
-30,30,6
-29,30,6
-29,30,5
-28,30,5
-27,30,6
-26,30,5
-26,30,4
-25,30,4
-25,30,5
-24,30,5
-24,30,6
-23,30,6
-23,30,5
-22,30,5
-22,30,6
-21,30,6
-21,30,7
-20,30,7
-19,30,7
-19,30,6
-18,30,7
-17,30,7
-17,30,6
-16,30,6
-16,30,5
-15,30,5
-14,30,5
-13,30,5
-13,30,4
-12,30,4
-11,30,4
-10,30,4
-9,30,4
-8,30,4
-8,30,5
-7,30,5
-7,30,6
-6,30,6
-6,30,7
-5,30,8
-4,30,8
-4,30,7
-3,30,7
-3,30,6
-2,30,6
-1,30,5
0,30,5
1,30,5
2,30,5
3,30,5
4,30,5
4,30,4
4,30,5
5,30,5
6,30,5
6,30,4
7,30,4
7,30,3
7,30,2
7,30,1
8,30,1
8,30,2
9,30,3
9,30,4
10,30,4
11,30,4
12,30,4
13,30,5
14,30,5
14,30,4
14,30,5
15,30,4
16,30,4
17,30,4
18,30,5
19,30,5
20,30,6
21,30,6
22,30,6
22,30,7
23,30,7
24,30,6
25,30,6
26,30,6
27,30,6
28,30,6
29,30,6
-30,29,5
-30,29,6
-29,29,6
-29,29,5
-28,29,6
-27,29,6
-27,29,5
-26,29,5
-26,29,4
-25,29,5
-25,29,6
-24,29,6
-23,29,6
-22,29,6
-21,29,6
-21,29,7
-20,29,7
-19,29,7
-18,29,7
-17,29,6
-16,29,6
-16,29,5
-15,29,5
-14,29,5
-14,29,4
-13,29,4
-12,29,4
-11,29,4
-10,29,4
-9,29,4
-9,29,5
-8,29,5
-7,29,6
-6,29,6
-6,29,7
-5,29,7
-5,29,8
-4,29,7
-3,29,7
-3,29,6
-2,29,6
-1,29,6
0,29,5
1,29,5
2,29,5
3,29,4
4,29,4
5,29,4
6,29,5
6,29,4
7,29,4
7,29,3
7,29,2
7,29,1
8,29,2
8,29,3
9,29,3
9,29,4
10,29,4
11,29,4
12,29,4
12,29,5
13,29,5
14,29,5
15,29,5
16,29,5
17,29,5
18,29,5
19,29,5
19,29,6
20,29,6
21,29,6
22,29,6
22,29,7
23,29,7
24,29,7
24,29,6
25,29,6
26,29,6
27,29,6
28,29,6
29,29,6
-30,29,5
-30,29,6
-29,29,6
-28,29,6
-27,29,6
-27,29,5
-26,29,5
-25,29,5
-25,29,6
-24,29,6
-23,29,6
-22,29,6
-21,29,6
-21,29,7
-20,29,7
-20,29,8
-19,29,7
-18,29,7
-18,29,6
-17,29,6
-16,29,6
-15,29,6
-15,29,5
-14,29,4
-13,29,4
-12,29,4
-12,29,5
-11,29,5
-10,29,5
-9,29,5
-8,29,5
-8,29,6
-7,29,6
-6,29,6
-6,29,7
-5,29,7
-4,29,7
-3,29,6
-2,29,6
-1,29,6
-1,29,5
0,29,5
1,29,5
2,29,5
3,29,4
4,29,4
5,29,4
6,29,4
7,29,3
7,29,2
7,29,1
8,29,2
8,29,3
9,29,4
10,29,4
11,29,4
12,29,4
12,29,5
13,29,5
14,29,5
15,29,5
16,29,5
17,29,5
18,29,5
19,29,6
20,29,6
21,29,6
22,29,6
22,29,7
23,29,7
23,29,8
23,29,7
24,29,7
24,29,6
25,29,6
26,29,6
27,29,6
28,29,6
29,29,6
-30,29,5
-30,29,6
-29,29,6
-28,29,6
-27,29,6
-27,29,5
-26,29,5
-25,29,5
-25,29,6
-24,29,6
-23,29,7
-23,29,6
-22,29,6
-21,29,6
-21,29,7
-20,29,7
-19,29,7
-18,29,7
-18,29,6
-17,29,6
-16,29,6
-15,29,6
-15,29,5
-15,29,4
-14,29,4
-13,29,4
-12,29,5
-11,29,5
-10,29,5
-9,29,5
-9,29,6
-8,29,6
-7,29,6
-7,29,7
-7,29,6
-6,29,6
-6,29,7
-5,29,7
-4,29,7
-4,29,6
-3,29,6
-2,29,6
-1,29,5
0,29,5
1,29,5
2,29,5
3,29,5
3,29,4
4,29,4
4,29,3
5,29,3
5,29,4
5,29,3
6,29,3
7,29,2
7,29,1
7,29,2
8,29,3
9,29,3
10,29,3
10,29,4
11,29,4
12,29,4
12,29,5
13,29,5
14,29,5
14,29,6
15,29,5
16,29,6
16,29,5
17,29,5
18,29,5
19,29,6
20,29,6
20,29,7
21,29,6
22,29,6
22,29,7
23,29,7
23,29,8
23,29,7
24,29,7
25,29,7
26,29,7
26,29,6
27,29,6
28,29,6
29,29,6
-30,28,5
-30,28,6
-29,28,6
-28,28,6
-27,28,6
-27,28,5
-26,28,5
-25,28,5
-25,28,6
-24,28,6
-24,28,7
-23,28,7
-23,28,6
-22,28,6
-21,28,6
-21,28,7
-20,28,7
-19,28,7
-18,28,7
-18,28,6
-17,28,6
-16,28,6
-15,28,5
-15,28,4
-14,28,4
-13,28,4
-13,28,5
-12,28,5
-12,28,6
-11,28,6
-10,28,6
-9,28,6
-9,28,7
-8,28,7
-7,28,7
-6,28,7
-5,28,7
-4,28,7
-4,28,6
-3,28,6
-2,28,6
-1,28,5
0,28,5
1,28,5
2,28,5
3,28,5
4,28,4
5,28,3
6,28,3
6,28,2
7,28,1
7,28,2
8,28,2
8,28,3
9,28,3
10,28,4
11,28,4
12,28,4
12,28,5
13,28,5
14,28,6
15,28,6
16,28,6
16,28,5
17,28,5
18,28,5
19,28,5
19,28,6
20,28,6
20,28,7
21,28,7
22,28,6
22,28,7
23,28,7
23,28,8
23,28,7
24,28,7
25,28,7
26,28,7
26,28,6
27,28,6
28,28,7
28,28,6
29,28,6
-30,28,5
-30,28,6
-29,28,6
-28,28,6
-27,28,6
-27,28,5
-27,28,6
-26,28,5
-26,28,6
-26,28,5
-25,28,6
-24,28,6
-24,28,7
-23,28,7
-23,28,6
-22,28,6
-21,28,6
-21,28,7
-20,28,7
-19,28,7
-18,28,7
-18,28,6
-17,28,6
-16,28,6
-16,28,5
-15,28,5
-15,28,4
-14,28,4
-14,28,5
-13,28,5
-13,28,6
-12,28,6
-11,28,6
-10,28,6
-10,28,7
-10,28,6
-9,28,6
-9,28,7
-8,28,7
-7,28,7
-6,28,7
-5,28,7
-5,28,6
-4,28,6
-3,28,6
-2,28,6
-2,28,5
-1,28,5
0,28,5
1,28,5
1,28,6
2,28,6
2,28,5
3,28,5
4,28,5
4,28,4
5,28,4
5,28,3
5,28,2
6,28,2
6,28,1
7,28,1
7,28,2
8,28,3
9,28,3
9,28,4
10,28,4
11,28,4
12,28,4
12,28,5
13,28,5
14,28,6
15,28,6
16,28,6
17,28,5
18,28,5
19,28,5
19,28,6
20,28,6
20,28,7
21,28,7
22,28,7
22,28,6
22,28,7
23,28,7
23,28,8
24,28,8
24,28,7
25,28,7
26,28,7
27,28,6
28,28,6
29,28,6
-30,28,5
-30,28,6
-29,28,6
-28,28,6
-27,28,6
-26,28,5
-26,28,6
-25,28,6
-24,28,6
-24,28,7
-23,28,7
-23,28,6
-22,28,6
-21,28,6
-21,28,7
-20,28,7
-19,28,7
-18,28,7
-18,28,6
-17,28,6
-16,28,6
-16,28,5
-15,28,4
-14,28,5
-13,28,6
-12,28,6
-11,28,7
-10,28,7
-10,28,6
-9,28,6
-9,28,7
-8,28,7
-7,28,7
-6,28,7
-5,28,7
-5,28,6
-4,28,6
-3,28,6
-2,28,5
-1,28,5
0,28,5
0,28,6
1,28,6
2,28,6
3,28,6
3,28,5
4,28,5
4,28,4
5,28,4
5,28,3
6,28,2
6,28,1
7,28,1
7,28,2
7,28,3
8,28,3
8,28,4
9,28,4
10,28,4
11,28,4
11,28,5
12,28,5
13,28,5
13,28,6
14,28,6
14,28,7
15,28,6
16,28,6
17,28,5
18,28,5
19,28,5
19,28,6
20,28,6
20,28,7
21,28,7
22,28,7
23,28,7
23,28,8
24,28,8
24,28,7
25,28,7
26,28,7
27,28,6
28,28,6
29,28,6
-30,27,5
-30,27,6
-29,27,6
-29,27,7
-28,27,7
-28,27,6
-27,27,6
-26,27,5
-26,27,6
-25,27,6
-24,27,6
-24,27,7
-23,27,7
-22,27,6
-22,27,7
-21,27,7
-20,27,7
-19,27,7
-18,27,7
-18,27,6
-17,27,6
-16,27,6
-16,27,5
-16,27,4
-15,27,4
-15,27,5
-14,27,5
-14,27,6
-13,27,6
-12,27,6
-11,27,7
-11,27,8
-10,27,7
-10,27,6
-9,27,6
-9,27,7
-8,27,7
-7,27,7
-6,27,7
-5,27,6
-4,27,6
-3,27,6
-3,27,5
-2,27,5
-1,27,5
0,27,6
1,27,6
1,27,7
1,27,6
2,27,6
3,27,5
4,27,5
4,27,4
5,27,4
5,27,3
5,27,2
6,27,2
6,27,1
7,27,1
7,27,2
7,27,3
7,27,4
8,27,4
9,27,4
10,27,4
11,27,4
11,27,5
12,27,5
13,27,5
13,27,6
14,27,6
14,27,7
15,27,7
